agency,price,title,address,date,transport,bed,bath,chair
chancellors-headington-oxford-13802,"£240,000",1 bed maisonette for sale,"Central Headington, Oxford OX3",Listed on 20th Mar 2021,"['2.6 miles Oxford', '4.3 miles Oxford Parkway']",1,1,1
ox-online-estate-agents-oxford-117715,"£428,000",2 bed flat for sale,"14 Paradise Street, Oxford, UK (2 Bedroom Flat) OX1",Listed on 16th Mar 2021,"['0.3 miles Oxford', '3.7 miles Oxford Parkway']",2,1,1
chancellors-east-oxford-oxford-13801,"£300,000",2 bed flat for sale,"East Oxford, Oxford OX1",Listed on 13th Mar 2021,"['1.8 miles Oxford', '3.2 miles Radley']",2,1,1
scott-fraser-summertown-oxford-12784,"£585,000",2 bed bungalow for sale,"Heron Place, Hernes Road, Summertown OX2",Listed on 4th Mar 2021,"['1.5 miles Oxford Parkway', '2.1 miles Oxford']",2,1,1
connells-cowley-oxford-1870,"£235,000",1 bed flat for sale,"Goodey Close, Littlemore, Oxford OX4",Listed on 26th Feb 2021,"['2.9 miles Radley', '2.9 miles Oxford']",1,1,1
savills-summertown-summertown-80280,"£2,175,000",4 bed semi-detached house for sale,"Woodstock Road, Oxford OX2",Listed on 25th Feb 2021,"['1.5 miles Oxford', '2.1 miles Oxford Parkway']",4,2,2
chancellors-botley-oxford-1517,"£260,000",2 bed flat for sale,"Cumnor Hill, Oxford OX2",Listed on 23rd Feb 2021,"['2.3 miles Oxford', '4.6 miles Radley']",2,1,1
martin-and-co-oxford-and-thame-oxford-15909,"£420,000",2 bed flat for sale,"Osney Lane, Oxford OX1",Listed on 23rd Feb 2021,"['0.2 miles Oxford', '3.7 miles Oxford Parkway']",2,1,1
catalyst-resales-ealing-107578,"£110,000",3 bed flat for sale,"Kimmeridge Road, Cumnor, Oxford OX2",Listed on 23rd Feb 2021,"['2.3 miles Oxford', '4.7 miles Radley']",3,1,
scott-fraser-east-oxford-oxfordshire-12785,"£190,000",1 bed flat for sale,"Salegate Lane, Temple Cowley, East Oxford OX4",Listed on 22nd Feb 2021,"['2.8 miles Oxford', '3.7 miles Radley']",1,1,2
scott-fraser-summertown-oxford-12784,"£250,000",1 bed flat for sale,"Stephenson House, 1 Thames Street, Oxford OX1",Listed on 15th Feb 2021,"['0.7 miles Oxford', '4 miles Oxford Parkway']",1,1,1
purplebricks-head-office-solihull-58933,"£290,000",3 bed semi-detached house for sale,"Mortimer Road, Oxford OX4",Listed on 13th Feb 2021,"['2.4 miles Oxford', '2.7 miles Radley']",3,1,2
alistair-redhouse-estate-agents-ltd-kidlington-55447,"£675,000",7 bed semi-detached house for sale,"Grays Road, Headington, Oxford OX3",Listed on 12th Feb 2021,"['2.2 miles Oxford', '4.2 miles Oxford Parkway']",7,2,2
chancellors-summertown-oxford-1510,"£400,000",1 bed flat for sale,"Central Oxford, Oxfordshire OX1",Listed on 9th Feb 2021,"['0.4 miles Oxford', '3.6 miles Oxford Parkway']",1,,1
chancellors-east-oxford-oxford-13801,"£240,000",2 bed flat for sale,"Temple Cowley, Oxfordshire OX4",Listed on 1st Feb 2021,"['2.9 miles Oxford', '3.6 miles Radley']",2,1,1
connells-headington-oxford-oxford-1990,"£450,000",4 bed semi-detached house for sale,"Langley Close, Headington, Oxford OX3",Listed on 11th Jan 2021,"['2.7 miles Oxford', '4.4 miles Oxford Parkway']",4,2,2
chancellors-summertown-oxford-1510,"£580,000",3 bed semi-detached house for sale,"Wolvercote, Oxfordshire OX2",Listed on 4th Jan 2021,"['1.6 miles Oxford Parkway', '2.3 miles Oxford']",3,1,2
chancellors-botley-oxford-1517,"£255,000",1 bed flat for sale,"Osney Island, West Oxford OX2,",Listed on 3rd Dec 2020,"['0.3 miles Oxford', '3.7 miles Oxford Parkway']",1,1,1
davis-tate-abingdon-abingdon-2311,"£275,000",2 bed flat for sale,"Brasenose Driftway, Cowley OX4",Listed on 26th Nov 2020,"['3.2 miles Oxford', '4.1 miles Radley']",2,2,1
hunters-oxford-oxford-36489,"£175,000",1 bed property for sale,"Diamond Court, 153 Banbury Road OX2",Listed on 10th Nov 2020,"['1.4 miles Oxford', '2.1 miles Oxford Parkway']",1,,
scott-fraser-east-oxford-oxfordshire-12785,"£305,000",3 bed flat for sale,"Arnold Road, Oxford OX4",Listed on 4th Nov 2020,"['1.8 miles Oxford', '3.5 miles Radley']",3,3,1
chancellors-summertown-oxford-1510,"£280,000",2 bed flat for sale,"Hawksmoor Road, North Oxford OX2",Listed on 20th Oct 2020,"['1.2 miles Oxford Parkway', '2.4 miles Oxford']",2,1,1
chancellors-east-oxford-oxford-13801,"£650,000",7 bed terraced house for sale,"Cowley, Oxford OX4",Listed on 12th Oct 2020,"['2 miles Oxford', '3.9 miles Radley']",7,3,1
chancellors-summertown-oxford-1510,"£425,000",2 bed bungalow for sale,"Summertown, Oxford, Oxfordshire OX2",Listed on 20th Sep 2020,"['1.1 miles Oxford Parkway', '2.5 miles Oxford']",2,2,2
chancellors-headington-oxford-13802,"£375,000",2 bed semi-detached house for sale,"Headington, Oxford OX3",Listed on 21st Aug 2020,"['3.7 miles Oxford', '4.7 miles Oxford Parkway']",2,1,2
chancellors-headington-oxford-13802,"£400,000",3 bed terraced house for sale,"Headington, Oxford OX3",Listed on 24th Jul 2020,"['2.3 miles Oxford', '3.3 miles Oxford Parkway']",3,1,2
chancellors-headington-oxford-13802,"£365,000",2 bed flat for sale,"Headington, Oxford OX3",Listed on 22nd Jun 2020,"['3.1 miles Oxford', '4.8 miles Oxford Parkway']",2,2,1
wallers-estate-agents-oxford-76958,"£415,000",3 bed semi-detached house for sale,"Phipps Road, Cowley, Oxford OX4",Listed on 3rd Jun 2020,"['3 miles Oxford', '3.4 miles Radley']",3,1,1
chancellors-east-oxford-oxford-13801,"£240,000",1 bed flat for sale,"Iffley Fields, Oxford OX4,",Listed on 19th Mar 2020,"['1.7 miles Oxford', '3.6 miles Radley']",1,1,1
chancellors-botley-oxford-1517,"£450,000",3 bed town house for sale,"Botley, Oxford OX2",Listed on 11th Mar 2020,"['1.3 miles Oxford', '4.4 miles Oxford Parkway']",3,2,2
strutt-and-parker-oxford-oxford-59340,"£725,000",2 bed terraced house for sale,"Middle Way, Oxford OX2",Listed on 5th Feb 2020,"['1.8 miles Oxford', '1.8 miles Oxford Parkway']",2,2,2
hamptons-oxford-sales-oxford-3628,"£620,000",2 bed bungalow for sale,"Blandford Avenue, Oxford, Oxfordshire OX2",Listed on 9th Jan 2020,"['1.3 miles Oxford Parkway', '2.3 miles Oxford']",2,2,2
wallers-estate-agents-oxford-76958,"£220,000",1 bed flat for sale,"Flat 4, St. Lukes Road, Oxford OX4",Listed on 2nd Jan 2020,"['2.9 miles Oxford', '3.4 miles Radley']",1,1,1
chancellors-headington-oxford-13802,"£450,000",4 bed semi-detached house for sale,"Central Headington, Oxford OX3",Listed on 20th Dec 2019,"['2.7 miles Oxford', '4.3 miles Oxford Parkway']",4,2,2
chancellors-headington-oxford-13802,"£220,000",1 bed flat for sale,"Central Headington, Oxford OX3",Listed on 21st Nov 2019,"['2.6 miles Oxford', '4.1 miles Oxford Parkway']",1,1,1
john-d-wood-and-co-oxford-sales-oxford-15735,"£2,300,000",12 bed detached house for sale,"Woodstock Road, Summertown, Oxford OX2",Listed on 27th Sep 2019,"['1.5 miles Oxford', '2.1 miles Oxford Parkway']",12,12,
chancellors-headington-oxford-13802,"£625,000",3 bed semi-detached house for sale,"Headington/Marston Borders, Oxford OX3",Listed on 26th Sep 2019,"['1.7 miles Oxford', '3.4 miles Oxford Parkway']",3,2,3
scott-fraser-headington-oxford-6859,"£550,000",3 bed semi-detached house for sale,"Old Road, Headington, Oxford OX3",Listed on 12th Jul 2019,"['3.1 miles Oxford', '4.8 miles Oxford Parkway']",3,2,1
chancellors-botley-oxford-1517,"£250,000",1 bed flat for sale,"Cumnor Hill, Oxford OX2",Listed on 6th Mar 2018,"['1.8 miles Oxford', '4.3 miles Oxford Parkway']",1,1,1
